Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVSAB1,Wallaroo WWTP- Solar - SA,SA,0.1498,5556,Solar,6/03/2019,Unsuspended,0,n/a
SRPVSAH5,Ovida Happy Valley Solar - SA,SA,0.1498,5159,Solar,1/04/2020,Unsuspended,0,n/a
SRPVWA57,CJD - Guildford - Solar - WA,WA,0.1499,6055,Solar,15/12/2017,Unsuspended,0,n/a
BEBMNS10,Boral Timber Murwillumbah Biomass - NSW,NSW,0.15,2484,Biomass,1/05/2014,Unsuspended,0,n/a
HYMCNS06,Woronora Micro Hydro - NSW,NSW,0.15,2508,Hydro,22/07/2011,Unsuspended,0,n/a
SRPVNS59,CCS Media Solar - NSW,NSW,0.15,2128,Solar,21/09/2016,Unsuspended,0,n/a
SRPVQL34,BUPA Cairns 150 kWp,QLD,0.15,4870,Solar,21/07/2016,Unsuspended,0,n/a
SRPVQL46,SIPS Staypylton Industrial Power Station - Solar - Qld,QLD,0.15,4207,Solar,13/09/2017,Unsuspended,0,n/a
SRPVQL72,Earle Haven Lodges Solar System - QLD,QLD,0.15,4211,Solar,27/03/2018,Unsuspended,0,n/a
SRPVSAC4,SummitHealth Mount Barker Solar - SA,SA,0.15,5251,Solar,4/06/2019,Unsuspended,0,n/a
SRPVVC27,BUPA Mildura 150kWp,VIC,0.15,3500,Solar,15/03/2016,Unsuspended,0,n/a
SRPVVC41,JL King & Co 150kW- Solar- VIC,VIC,0.15,3555,Solar,18/01/2017,Unsuspended,0,n/a
SRPVWA16,CKB Wastewater Treatment Plant Solar - WA,WA,0.15,6432,Solar,16/01/2015,Unsuspended,0,n/a
SRPVWA18,Bossong Welshpool - Solar - WA,WA,0.15,6106,Solar,13/10/2015,Unsuspended,0,n/a
SRPVWA21,Watershed Premium Wines Ltd Solar,WA,0.15,6285,Solar,14/01/2016,Unsuspended,0,n/a
WD00VC07,Elgo Longwood Wind Farm - VIC,VIC,0.15,3665,Wind,2/01/2008,Unsuspended,0,n/a
SRPVVCX9,Orbost Regional Health - Solar - Vic,VIC,0.15,3888,Solar,8/09/2020,Unsuspended,0,n/a
SRPVVCK0,Marshall Pine Products Solar - VIC,VIC,0.1501,3217,Solar,10/05/2019,Unsuspended,0,n/a
SRPVNSM2,Austruss - Solar - NSW,NSW,0.1502,2575,Solar,4/11/2019,Unsuspended,0,n/a
SRPVSAI6,Eldercare Evanston Park  Nursing Home - Solar - SA,SA,0.1502,5116,Solar,26/05/2020,Unsuspended,0,n/a
SRPVVC59,Bayswood Timber Hallam VIC - Solar,VIC,0.1502,3803,Solar,23/10/2017,Unsuspended,0,n/a
SRPVSAI1,Eldercare Seaford Nursing Home - Solar - SA,SA,0.1503,5169,Solar,26/05/2020,Unsuspended,0,n/a
SRPVNSL6,"ISPT John St, Warners Bay - Solar - NSW",NSW,0.1504,2282,Solar,2/10/2019,Unsuspended,0,n/a
SRPVNSC6,Seven Hills Parcel Delivery Centre  - Solar - NSW,NSW,0.1505,2147,Solar,23/06/2018,Unsuspended,0,n/a
SRPVVCR7,Botanicca Building 3 - Solar - VIC,VIC,0.1505,3121,Solar,20/02/2020,Unsuspended,0,n/a
SRPXNSB6,Campsie Centre System 2B - Solar w SGU - NSW,NSW,0.1505,2194,Solar,17/10/2022,Unsuspended,0,
SRPVSA20,Adelaide Zoo Solar System - SA,SA,0.1508,5000,Solar,20/01/2017,Unsuspended,0,n/a
SRPVQLK0,Opal Calamvale Solar- QLD,QLD,0.1511,4116,Solar,9/12/2019,Unsuspended,0,n/a
SRPVQLJ2,Eagle Farm Solar - QLD,QLD,0.1512,4009,Solar,15/11/2019,Unsuspended,0,n/a
SRPVSA69,Lincoln Plastics Royal Park - Solar - SA.,SA,0.1512,5014,Solar,23/08/2018,Unsuspended,0,n/a
SRPXNSB5,Campsie Shopping Centre 1A - Solar w SGU - NSW,NSW,0.1513,2194,Solar,17/10/2022,Unsuspended,0,
SRPVVCF7,Culpan Industries Pty Ltd - Solar - VIC,VIC,0.1518,3061,Solar,22/11/2018,Unsuspended,0,n/a
SRPVWA43,AAC21- Solar - WA,WA,0.1518,6010,Solar,22/02/2017,Unsuspended,0,n/a
SRPVNS85,SV - Griffith - Solar - NSW,NSW,0.1519,2680,Solar,8/12/2017,Unsuspended,0,n/a
SRPVNS45,Mater Dei School Solar - NSW,NSW,0.1527,2570,Solar,8/12/2015,Unsuspended,0,n/a
SRPVWAA8,601 Forrest South-Solar-WA,WA,0.1527,6208,Solar,12/12/2019,Unsuspended,0,n/a
SRPVWAB1,602 Forrest North-Solar-WA,WA,0.1527,6208,Solar,20/01/2020,Unsuspended,0,n/a
SRPVSAP3,"ISPT Cheltenham Parade, St Clair - Solar - SA",SA,0.1539,5011,Solar,8/11/2021,Unsuspended,0,
SRPBTA10,Britton Timbers Green Mill - Solar - Tas,TAS,0.1543,7330,Solar,19/12/2019,Unsuspended,0,n/a
SRPVTA11,Britton Timbers Dry Mill - Solar - TAS,TAS,0.1543,7330,Solar,26/02/2020,Unsuspended,0,n/a
SRPVNS32,University of Wollongong - SBRC - Solar - NSW,NSW,0.1549,2500,Solar,2/03/2015,Unsuspended,0,n/a
SRPVNSO2,Byron Bay STP - Solar w SGU - NSW,NSW,0.1552,2481,Solar,7/01/2020,Unsuspended,0,n/a
SRPVNSV6,National Institute of Dramatic Art - Solar - NSW,NSW,0.1552,2033,Solar,23/11/2020,Unsuspended,0,n/a
SRPVVCL9,KOOWEERUP REGIONAL HEALTH SERVICES - Solar w SGU - VIC,VIC,0.1554,3981,Solar,18/07/2019,Unsuspended,0,n/a
SRPVNS84,LMCC - Works Depot Power Station - Solar NSW,NSW,0.1569,2284,Solar,30/11/2017,Unsuspended,0,n/a
SRPVSA68,Burnside War Memorial Kensington Solar - SA,SA,0.1571,5065,Solar,31/07/2018,Unsuspended,0,n/a
SRPVNSM6,The King's School - Solar w SGU- NSW,NSW,0.1577,2151,Solar,12/11/2019,Unsuspended,0,n/a
SRPVSA86,NBV Rowlands Flat - Solar SA,SA,0.1579,5352,Solar,6/12/2018,Unsuspended,0,n/a
SRPVVC78,Ahrens Group Pty Ltd - Tarranyurk - Solar - VIC,VIC,0.1595,3414,Solar,9/03/2018,Unsuspended,0,n/a
SRPXNS34,AU470 Airgate 383 Coward St - Solar - NSW,NSW,0.1596,2020,Solar,25/08/2021,Unsuspended,0,n/a
SRPVVC24,Mazenod College Solar - VIC,VIC,0.1598,3170,Solar,18/12/2015,Unsuspended,0,n/a
SRPVVCF6,Tasty Trucks - Solar - VIC,VIC,0.1598,3156,Solar,23/11/2018,Unsuspended,0,n/a
SRPVVCN5,Joyce Foam Laverton North - Solar -VIC,VIC,0.1599,3026,Solar,29/10/2019,Unsuspended,0,n/a
BEBGNS25,Dead Horse Gully - Agricultural Waste - NSW,NSW,0.16,2594,Biomass,15/03/2012,Unsuspended,0,n/a
SRPVNSK2,St Ignatius College - Solar - NSW,NSW,0.16,2066,Solar,26/07/2019,Unsuspended,0,n/a
SRPVVCD9,Catholic Regional College St Albans Solar - VIC,VIC,0.16,3021,Solar,27/09/2018,Unsuspended,0,n/a
SRPVNSC8,Grace Worldwide Seven Hills Solar- NSW,NSW,0.1603,2147,Solar,3/07/2018,Unsuspended,0,n/a
SRPVVCE3,Ballarat Golf Club - Solar - VIC,VIC,0.1604,3350,Solar,11/10/2018,Unsuspended,0,n/a
SRPVVCG3,St Laurence Community Services Nursing Home - Solar - VIC,VIC,0.1607,3212,Solar,9/01/2019,Unsuspended,0,n/a
SRPVVC56,University of Melbourne Sports Centre Parkville Solar Vic,VIC,0.1608,3052,Solar,10/10/2017,Unsuspended,0,n/a
SRPVVCS1,Amstel Club Cranbourne - Solar - VIC,VIC,0.1608,3977,Solar,19/03/2020,Unsuspended,0,n/a
SRPVNSG2,Toukley RSL Club - Solar - NSW,NSW,0.1614,2263,Solar,21/12/2018,Unsuspended,0,n/a
SRPVNSI2,Emmaus Port Macquarie Solar - NSW,NSW,0.162,2444,Solar,3/05/2019,Unsuspended,0,n/a
SRPVSA41,Redmud Green Energy 29 - Solar - SA,SA,0.162,5010,Solar,22/03/2018,Unsuspended,0,n/a
SRPVSAA7,Trinity College Blakeview - Solar w SGU - SA,SA,0.162,5114,Solar,1/03/2019,Unsuspended,0,n/a
SRPVVC15,Investec Elizabeth Street Solar - VIC,VIC,0.1622,3121,Solar,4/09/2014,Unsuspended,0,n/a
SRPVVCB1,Casslis - Solar - VIC,VIC,0.1622,3198,Solar,25/05/2018,Unsuspended,0,n/a
SRPXVC70,Hygain Site 10 - Solar wSGU - VIC,VIC,0.1638,3809,Solar,14/12/2021,Unsuspended,0,
SRPVQLH0,The Francis of Assisi Home - Solar w SGU - Qld,QLD,0.1643,4740,Solar,11/09/2019,Unsuspended,0,n/a
SRPVWAG1,Aegis Canning Vale Solar PV WA,WA,0.1648,6155,Solar,24/10/2022,Unsuspended,0,
SRPVQL89,GL Maryborough - QLD - Solar,QLD,0.1656,4650,Solar,15/08/2018,Unsuspended,0,n/a
SRPVVCV9,GVW - Shepparton No5 PS - Solar - VIC,VIC,0.1656,3630,Solar,23/06/2020,Unsuspended,0,n/a
SRPVWAA5,Rhinland Cold Storage - Solar - WA,WA,0.1657,6054,Solar,13/11/2019,Unsuspended,0,n/a
SRPVVCG2,Lyrebird Village Drouin Solar wSGU - VIC,VIC,0.1664,3818,Solar,8/01/2019,Unsuspended,0,n/a
SRPVWA62,IGA Bertram - SOLAR - WA,WA,0.1674,6167,Solar,25/06/2018,Unsuspended,0,n/a
SRPVWA86,CSM STATION - SOLAR - WA,WA,0.1674,6167,Solar,21/06/2019,Unsuspended,0,n/a
SRPVNSC0,Barker College - Solar - NSW,NSW,0.168,2077,Solar,15/06/2018,Unsuspended,0,n/a
SRPVWA36,Corpus - Solar - WA,WA,0.168,6150,Solar,30/11/2016,Unsuspended,0,n/a
SRPVVCE0,University of Melbourne Dookie Campus Solar Vic,VIC,0.1681,3647,Solar,5/10/2018,Unsuspended,0,n/a
SRPVQLD7,Nerang Library Solar - QLD,QLD,0.1686,4211,Solar,28/02/2019,Unsuspended,0,n/a
SRPVQLG0,Central Highlands Regional Council Solar - QLD,QLD,0.1686,4720,Solar,22/07/2019,Unsuspended,0,n/a
SRPVNSJ0,Port Stephens Fisheries Office Solar - NSW,NSW,0.1688,2316,Solar,9/07/2019,Unsuspended,0,n/a
SRPVNSV0,Boronia - Solar w SGU - NSW,NSW,0.1689,2534,Solar,16/10/2020,Unsuspended,0,n/a
BEBGNS26,Templemore Agricultural Waste - NSW,NSW,0.17,2594,Biomass,15/07/2013,Unsuspended,0,n/a
SRPVNSF0,OEH Lidcombe Labs Solar PV - NSW,NSW,0.1701,2141,Solar,3/10/2018,Unsuspended,0,n/a
SRPVNSQ0,DHL Arndell Park - Solar - NSW,NSW,0.1701,2148,Solar,9/03/2020,Unsuspended,0,n/a
SRPVNSM0,"ISPT Avoca Drive, Kincumber - Solar - NSW",NSW,0.1702,2251,Solar,29/10/2019,Unsuspended,0,n/a
SRPVQLQ2,CleanPeak Energy - Atherton - Solar - QLD,QLD,0.1702,4883,Solar,4/01/2021,Unsuspended,0,n/a
SRPVQL44,SV - Private Brisbane - Solar - QLD,QLD,0.1705,4169,Solar,21/08/2017,Unsuspended,0,n/a
SRPVVCI3,Moreland Annex - Solar - VIC,VIC,0.1718,3058,Solar,1/04/2019,Unsuspended,0,n/a
SRPVVCE1,St Kilda Town Hall - Solar - VIC,VIC,0.172,3182,Solar,1/10/2018,Unsuspended,0,n/a
SRPVVC93,Rollspack Solar - Vic,VIC,0.1728,3195,Solar,30/04/2018,Unsuspended,0,n/a
SRPVNSR2,Waroongah Aged Care - Solar w SGU - NSW,NSW,0.1733,2076,Solar,3/03/2020,Unsuspended,0,n/a
SRPVSAK1,Yatala Labour Prison - Solar - SA,SA,0.1733,5085,Solar,5/10/2020,Unsuspended,0,n/a
SRPVQL84,ETI Yatala - Solar - QLD,QLD,0.1736,4207,Solar,8/06/2018,Unsuspended,0,n/a
SRPVQL37,St Ursula's College Yeppoon - Solar - QLD,QLD,0.1738,4703,Solar,12/05/2017,Unsuspended,0,n/a
SRPVSAE5,The ARC Campbelltown - Solar - SA,SA,0.174,5074,Solar,7/10/2019,Unsuspended,0,n/a
SRPVSAI2,Eldercare The Lodge Nursing Home-Solar-SA,SA,0.1741,5034,Solar,26/05/2020,Unsuspended,0,n/a
SRPVVCO7,Opal Ringwood - Solar - VIC,VIC,0.1742,3134,Solar,25/11/2019,Unsuspended,0,n/a
SRPVQL43,SV - Mitchelton - Solar - QLD,QLD,0.1746,4053,Solar,28/07/2017,Unsuspended,0,n/a
SRPVVCB8,Fastrac Foodservices - Solar - VIC,VIC,0.1748,3912,Solar,16/07/2018,Unsuspended,0,n/a
SRPVVCD2,Staetite - Solar - VIC,VIC,0.1749,3081,Solar,14/08/2018,Unsuspended,0,n/a
SRPVVCI6,W Ryan Abattoirs Pty Ltd - Solar - VIC,VIC,0.1749,3638,Solar,11/04/2019,Unsuspended,0,n/a
SRPVNS48,BUPA Pottsville 175kWp,NSW,0.175,2489,Solar,15/03/2016,Unsuspended,0,n/a
SRPVSAE7,Laser 3D - Solar - SA,SA,0.1753,5013,Solar,23/09/2019,Unsuspended,0,n/a
SRPVNSE3,Panania Diggers RSL Club - Solar - NSW,NSW,0.1756,2213,Solar,5/09/2018,Unsuspended,0,n/a
SRPXNS44,Tradies Helensburgh - Solar w SGU - NSW,NSW,0.1757,2508,Solar,19/10/2021,Unsuspended,0,
SRPVAC09,Hedley Beare Centre -Solar - ACT,ACT,0.176,2611,Solar,17/12/2015,Unsuspended,0,n/a
SRPVVCZ4,University of Melbourne Shepparton Rural Health - Solar - VIC,VIC,0.1772,3630,Solar,19/11/2020,Unsuspended,0,n/a
SRPVVCN4,Altona Salt Reduction Plant - Solar w SGU - VIC,VIC,0.1773,3018,Solar,2/12/2019,Unsuspended,0,n/a
SRPVNS78,Taronga Western Plains Zoo - NSW - Solar,NSW,0.1778,2830,Solar,24/10/2017,Unsuspended,0,n/a
SRPVNSH0,Cochlear Macquarie Park - Solar - NSW,NSW,0.1781,2113,Solar,20/02/2019,Unsuspended,0,n/a
SRPVQLN6,Wickham Farms Killarney - Solar - QLD,QLD,0.1782,4373,Solar,8/05/2020,Unsuspended,0,n/a
SRPVQLE7,Cowboys 178kW Power Station - Solar - QLD,QLD,0.1783,4810,Solar,20/05/2019,Unsuspended,0,n/a
SRPVSAI5,Coles Warradale- Solar- SA,SA,0.1788,5046,Solar,25/05/2020,Unsuspended,0,n/a
SRPVNT51,Warruwi (Goulburn Island) Solar Power Station - NT,NT,0.1789,822,Solar,13/02/2019,Unsuspended,0,n/a
SRPVVCL5,NB Wandiligong 0.179 - Solar VIC,VIC,0.1791,3744,Solar,16/07/2019,Unsuspended,0,n/a
SRPVNT65,Coles 486 Coolalinga - Solar - NT,NT,0.1792,0839,Solar,19/05/2021,Unsuspended,0,n/a
SRPVSAM0,Coles Port Lincoln- Solar- SA,SA,0.1795,5606,Solar,11/03/2021,Unsuspended,0,n/a
SRPVWAE3,All Saints College - Solar - WA,WA,0.1797,6149,Solar,21/07/2021,Unsuspended,0,n/a
SRPVWAD0,Newtown Toyota (Forward St) - Solar - WA,WA,0.1798,6106,Solar,6/01/2021,Unsuspended,0,n/a
SRPVVCM1,Replas - Solar - VIC,VIC,0.1799,3350,Solar,25/07/2019,Unsuspended,0,n/a
SRPVSA10,Renmark Self Storage - Solar - SA,SA,0.18,5341,Solar,29/02/2016,Unsuspended,0,n/a
SRPXVC92,WWHS Nhill Hospital - Solar - Vic,VIC,0.1801,3418,Solar,11/07/2022,Unsuspended,0,
SRPVWA37,AAC13- Solar - WA,WA,0.1802,6169,Solar,14/12/2016,Unsuspended,0,n/a
SRPVQLS0,IGA Pomona - SOLAR - QLD,QLD,0.1802,4568,Solar,7/06/2021,Unsuspended,0,n/a
SRPVVCR5,Kolbe Catholic College - Solar w SGU - VIC,VIC,0.1804,3059,Solar,23/03/2020,Unsuspended,0,n/a
SRPVNSY7,Coles Kings Langley- Solar w SGU- NSW,NSW,0.181,2147,Solar,20/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQL88,Woree Plaza Solar - QLD,QLD,0.1822,4868,Solar,9/07/2018,Unsuspended,0,n/a
SRPVNSG8,Lismore Central - Solar - NSW,NSW,0.1835,2480,Solar,18/02/2019,Unsuspended,0,n/a
SRPVSA08,Roseworthy Solar - SA,SA,0.184,5371,Solar,1/08/2014,Unsuspended,0,n/a
SRPVVC52,SV - Eltham - Solar - VIC,VIC,0.1842,3095,Solar,27/09/2017,Unsuspended,0,n/a
SRPVVC54,University of Melbourne Performing Arts Centre Southbank Solar Vic,VIC,0.1844,3006,Solar,10/10/2017,Unsuspended,0,n/a
SRPVNSU4,Woolworths Narooma 1274 - Solar - NSW,NSW,0.1848,2546,Solar,29/07/2020,Unsuspended,0,n/a
SRPVVCL3,Drouin Secondary College Solar - VIC,VIC,0.1848,3818,Solar,11/07/2019,Unsuspended,0,n/a
SRPVWA24,Aegis Aged Care - Woodlake - Solar - WA,WA,0.1855,6026,Solar,1/08/2016,Unsuspended,0,n/a
SRPVSA38,Joint Venture Juicing - Solar - SA,SA,0.1863,5254,Solar,13/02/2018,Unsuspended,0,n/a
SRPVSA80,Parilla Premium Potatoes - Solar - SA,SA,0.1863,5303,Solar,20/11/2018,Unsuspended,0,n/a
SRPVTA07,Tasfresh Launceston - Solar - TAS,TAS,0.1863,7250,Solar,12/10/2018,Unsuspended,0,n/a
SRPVTA09,St Brendan Shaw Catholic College - Solar - TAS,TAS,0.1864,7310,Solar,7/11/2018,Unsuspended,0,n/a
SRPVAC29,Woolworths Dickson 1073 - Solar - ACT,ACT,0.1865,2602,Solar,20/04/2021,Unsuspended,0,n/a
SRPVSA14,Redmud Green Energy 1 - Solar - SA,SA,0.1872,5341,Solar,18/10/2016,Unsuspended,0,n/a
SRPVSA17,Redmud Green Energy 2 - Solar - SA,SA,0.1872,5341,Solar,12/12/2016,Unsuspended,0,n/a
SRPVSA18,Redmud Green Energy 3 - Solar - SA,SA,0.1872,5322,Solar,5/12/2016,Unsuspended,0,n/a
SRPVVCV8,GVW - Tatura WMF - Solar - VIC,VIC,0.1872,3616,Solar,23/06/2020,Unsuspended,0,n/a
SRPVWA47,Mineral Resources CSI Kwinana Solar WA,WA,0.1872,6167,Solar,29/06/2017,Unsuspended,0,n/a
SRPVWA48,MRL-Barrington Solar WA,WA,0.1872,6163,Solar,29/06/2017,Unsuspended,0,n/a
SRPVWA58,Mineral Resources PIHA Kwinana WA Solar,WA,0.1872,6167,Solar,13/03/2018,Unsuspended,0,n/a
SRPVWAD4,Yamarna Exploration Camp - Solar - WA,WA,0.1872,6440,Solar,16/02/2021,Unsuspended,0,
SRPVVCF2,Mirvac Energy - 664 Collins - Solar - VIC,VIC,0.1892,3008,Solar,29/10/2018,Unsuspended,0,n/a
SRPVWAA7,Harvey - Solar wSGU - WA,WA,0.1895,6220,Solar,20/11/2019,Unsuspended,0,n/a
SRPVQLT0,Max Stocks Food - Solar - QLD,QLD,0.1898,4870,Solar,8/09/2021,Unsuspended,0,n/a
SRPVQLJ6,SteelRod - Solar - QLD,QLD,0.19,4504,Solar,28/11/2019,Unsuspended,0,n/a
SRPVSAD9,Allity - Charles Young Solar - SA,SA,0.1902,5043,Solar,18/09/2019,Unsuspended,0,n/a
SRPVWA60,Houghton Wines - Solar - WA,WA,0.1902,6056,Solar,31/05/2018,Unsuspended,0,n/a
SRPVSAK3,Woolworths Kadina 5610 - Solar - SA,SA,0.1914,5554,Solar,6/10/2020,Unsuspended,0,n/a
SRPVWA79,St. Catherine's College - Solar - WA,WA,0.1914,6009,Solar,18/02/2019,Unsuspended,0,n/a
SRPVQLG7,Immanuel Lutheran Secondary College - QLD - Solar,QLD,0.1916,4556,Solar,2/09/2019,Unsuspended,0,n/a
SRPVNT02,Hermannsburg Sun Farm,NT,0.192,872,Solar,30/04/2005,Suspended,0,n/a
SRPVQLF7,Broadbeach Library Mermaid Waters Solar - QLD,QLD,0.1923,4218,Solar,26/07/2019,Unsuspended,0,n/a
SRPVQLI9,NEM Group Idalia  - Solar w SGU  - QLD,QLD,0.1924,4811,Solar,15/11/2019,Unsuspended,0,n/a
SRPVVCC0,Banyule City Council Greensborough Solar - VIC,VIC,0.1924,3088,Solar,26/07/2018,Unsuspended,0,n/a
SRPVNSA0,Dangrove Art Storage Facility Solar - NSW,NSW,0.1925,2015,Solar,26/03/2018,Unsuspended,0,n/a
SRPVWA54,AAC22- Solar - WA,WA,0.1929,6152,Solar,13/11/2017,Unsuspended,0,n/a
SRPVWA64,North Regional TAFE - SOLAR - WA,WA,0.1929,6714,Solar,30/07/2018,Unsuspended,0,n/a
SRPVWAB2,Geraldton Aquarena - Solar wSGU - WA,WA,0.1931,6530,Solar,18/02/2020,Unsuspended,0,n/a
SRPVQLN8,Gardner Close - Solar - QLD,QLD,0.1946,4064,Solar,6/05/2020,Unsuspended,0,n/a
SRPXNS26,Melrose Village - Solar w SGU - NSW,NSW,0.1949,2145,Solar,18/06/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQLW6,Cannon Hill Anglican College - Solar [w SGU] - QLD,QLD,0.1949,4170,Solar,3/08/2022,Unsuspended,0,
SRPVNS22,Utick - Todae Solar PV - Somersby - NSW,NSW,0.195,2250,Solar,11/02/2014,Unsuspended,0,n/a
SRPVSAB4,SIDDALL LANGHORNE CREEK-SOLAR-SA,SA,0.195,5255,Solar,21/03/2019,Unsuspended,0,n/a
SRPVQLV9,CedarGroveWWTP-Solar-QLD,QLD,0.1952,4285,Solar,22/04/2022,Unsuspended,0,
SRPVNSK8,Geelong Leather Culcairn Solar - NSW,NSW,0.1953,2660,Solar,27/08/2019,Unsuspended,0,n/a
SRPVQLE9,DHP Turallin- Solar w SGU - QLD,QLD,0.1958,4357,Solar,3/06/2019,Unsuspended,0,n/a
SRPVNS28,Giffnock Avenue Macquarie Park Solar - NSW,NSW,0.196,2113,Solar,31/07/2014,Unsuspended,0,n/a
SRPVNSV5,Vincent Court Hostel Kempsey - Solar - NSW,NSW,0.196,2440,Solar,13/10/2020,Unsuspended,0,n/a
SRPVNS86,Pivotel Satellite Pty Ltd - Solar - NSW,NSW,0.1965,2830,Solar,5/12/2017,Unsuspended,0,n/a
SRPVQLA3,BTP 88 BRANDL Solar - QLD,QLD,0.1965,4113,Solar,20/09/2018,Unsuspended,0,n/a
SRPVQL56,Vulcan Yatala - Solar - QLD,QLD,0.1966,4207,Solar,29/11/2017,Unsuspended,0,n/a
SRPVQL67,University of Southern Queensland Ipswich - Solar - QLD,QLD,0.1966,4305,Solar,16/02/2018,Unsuspended,0,n/a
SRPVWA71,Mandurah Baptist College - SOLAR - WA,WA,0.1968,6180,Solar,17/11/2018,Unsuspended,0,n/a
SRPVVC68,Katunga Fresh VIC - Solar,VIC,0.197,3640,Solar,18/01/2018,Unsuspended,0,n/a
SRPVNSE6,Moama on Murray - Solar w SGU - NSW,NSW,0.1971,2731,Solar,10/09/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVSAA0,Woolworths Waikerie - Solar - SA,SA,0.1971,5330,Solar,30/01/2019,Unsuspended,0,n/a
SRPVVCE7,Woolworths Lara - Solar - Vic,VIC,0.1971,3212,Solar,12/10/2018,Unsuspended,0,n/a
SRPVQLN7,White Industries Dalby - Solar - QLD - w SGU,QLD,0.1974,4405,Solar,15/05/2020,Unsuspended,0,n/a
SRPVQLH3,Tangwood Berrinba - Solar w SGU - QLD,QLD,0.1975,4117,Solar,17/09/2019,Unsuspended,0,n/a
SRPXNS89,Wattle Grove Shopping Village - Solar w SGU - NSW,NSW,0.1975,2173,Solar,1/07/2022,Unsuspended,0,
SRPVVCR2,GWKEWDER - SOLAR - VIC,VIC,0.1976,3081,Solar,12/12/2019,Unsuspended,0,n/a
SRPVNS54,W & S PLASTICS 198 KW,NSW,0.198,2170,Solar,24/05/2016,Unsuspended,0,n/a
SRPVSAJ9,BLETCHLEY-SOLAR-SA,SA,0.198,5255,Solar,10/09/2020,Unsuspended,0,n/a
SRPVVCB6,Easyrest Pty Ltd - Solar - VIC,VIC,0.198,3175,Solar,13/06/2018,Unsuspended,0,n/a
SRPVWA68,Unique Power - Solar - WA,WA,0.198,6065,Solar,8/10/2018,Unsuspended,0,n/a
SRPVQL35,Austchilli Solar QLD,QLD,0.1981,4670,Solar,31/10/2016,Unsuspended,0,n/a
SRPVVCB4,Chempack Derrimut Solar - VIC,VIC,0.1982,3026,Solar,6/06/2018,Unsuspended,0,n/a
SRPXVC23,Tahbilk Pty Ltd - Solar w/SGU - VIC,VIC,0.1983,3607,Solar,14/05/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVWA50,Canning Vale WIS Solar WA,WA,0.1984,6155,Solar,7/09/2017,Unsuspended,0,n/a
SRPVSAH9,Knoll Edinburgh North NMI 545 - solar w SGU - SA,SA,0.1986,5113,Solar,2/06/2020,Unsuspended,0,n/a
SRPVVC19,Kane Road Wodonga Solar - VIC,VIC,0.1987,3690,Solar,24/10/2014,Unsuspended,0,n/a
SRPVVC82,Kaisercraft - Solar - VIC,VIC,0.1987,3219,Solar,27/03/2018,Unsuspended,0,n/a
SRPXNS75,Energy Bay - B&J (Arndell Park) - Solar - NSW,NSW,0.1987,2148,Solar,14/04/2022,Unsuspended,0,
SRPVWA42,AAC09- Solar - WA,WA,0.1988,6163,Solar,19/01/2017,Unsuspended,0,n/a
SRPVWA44,AAC23-Solar-WA,WA,0.1988,6167,Solar,1/06/2017,Unsuspended,0,n/a
SRPVWA45,AAC26-Solar-WA,WA,0.1988,6163,Solar,21/08/2017,Unsuspended,0,n/a
SRPVWA49,AAC04- Solar - WA,WA,0.1988,6069,Solar,28/07/2017,Unsuspended,0,n/a
SRPVNSV3,Civardi Furniture PTY LTD - Solar w SGU - NSW,NSW,0.1989,2116,Solar,22/09/2020,Unsuspended,0,n/a
SRPVSAG5,EZY-FIT Salisbury South - Solar w SGU - SA,SA,0.1989,5106,Solar,17/01/2020,Unsuspended,0,n/a
SRPVWA81,HD Plasma & Laser Cutting Services - Solar [w SGU] - WA,WA,0.1989,6163,Solar,11/04/2019,Unsuspended,0,n/a
SRPVSAN6,DINKO TUNA FAMERS PTY LTD-Solar-W- SGU-SA,SA,0.1989,5606,Solar,19/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPXVC31,Werribee Supa IGA - Solar w SGU - VIC,VIC,0.1989,3030,Solar,21/06/2021,Unsuspended,0,
SRPVSAQ0,Saint Ignatius' College - Solar w SGU - SA,SA,0.1989,5076,Solar,7/03/2022,Unsuspended,0,
SRPVAC04,Herzogsteel Solar - Fyshwick - ACT,ACT,0.199,2609,Solar,20/09/2013,Unsuspended,0,n/a
SRPVVC30,BUPA Templestowe,VIC,0.199,3106,Solar,18/03/2016,Unsuspended,0,n/a
SRPVVC88,134-140 Fairbairn Road - Solar - VIC,VIC,0.199,3020,Solar,17/04/2018,Unsuspended,0,n/a
SRPVSA42,Your DC Pty Ltd - Edinburgh - Solar - SA,SA,0.1991,5111,Solar,27/03/2018,Unsuspended,0,n/a
